datetime,irradiance,power
2026-09-06 00:00:00,0.0,0.0
2026-09-06 01:00:00,0.0,0.0
2026-09-06 02:00:00,0.0,0.0
2026-09-06 03:00:00,0.0,0.0
2026-09-06 04:00:00,0.0,0.0
2026-09-06 05:00:00,0.0,0.0
2026-09-06 06:00:00,0.0,0.0
2026-09-06 07:00:00,0.0,0.0
2026-09-06 08:00:00,35.2,0.19008000000000003
2026-09-06 09:00:00,73.6,0.39744
2026-09-06 10:00:00,129.6,0.69984
2026-09-06 11:00:00,330.9,1.78686
2026-09-06 12:00:00,538.3,2.9068199999999997
2026-09-06 13:00:00,718.9,3.8820599999999996
2026-09-06 14:00:00,840.7,4.539780000000001
2026-09-06 15:00:00,886.2,4.785480000000001
2026-09-06 16:00:00,863.3,4.66182
2026-09-06 17:00:00,727.8,3.9301199999999996
2026-09-06 18:00:00,510.4,2.75616
2026-09-06 19:00:00,315.6,1.7042400000000002
2026-09-06 20:00:00,63.9,0.34506
2026-09-06 21:00:00,0.0,0.0
2026-09-06 22:00:00,0.0,0.0
2026-09-06 23:00:00,0.0,0.0
2026-09-07 00:00:00,0.0,0.0
2026-09-07 01:00:00,0.0,0.0
2026-09-07 02:00:00,0.0,0.0
2026-09-07 03:00:00,0.0,0.0
2026-09-07 04:00:00,0.0,0.0
2026-09-07 05:00:00,0.0,0.0
2026-09-07 06:00:00,0.0,0.0
2026-09-07 07:00:00,0.0,0.0
2026-09-07 08:00:00,21.2,0.11447999999999998
2026-09-07 09:00:00,56.5,0.30510000000000004
2026-09-07 10:00:00,95.9,0.5178600000000001
2026-09-07 11:00:00,227.7,1.22958
2026-09-07 12:00:00,345.9,1.8678599999999999
2026-09-07 13:00:00,612.3,3.3064199999999997
2026-09-07 14:00:00,802.1,4.331340000000001
2026-09-07 15:00:00,858.4,4.6353599999999995
2026-09-07 16:00:00,766.3,4.13802
2026-09-07 17:00:00,553.8,2.9905199999999996
2026-09-07 18:00:00,488.9,2.64006
2026-09-07 19:00:00,176.4,0.9525600000000001
2026-09-07 20:00:00,25.0,0.135
2026-09-07 21:00:00,0.0,0.0
2026-09-07 22:00:00,0.0,0.0
2026-09-07 23:00:00,0.0,0.0
