datetime,power
2026-09-18 00:00:00,0.0
2026-09-18 00:15:00,0.0
2026-09-18 00:30:00,0.0
2026-09-18 00:45:00,0.0
2026-09-18 01:00:00,0.0
2026-09-18 01:15:00,0.0
2026-09-18 01:30:00,0.0
2026-09-18 01:45:00,0.0
2026-09-18 02:00:00,0.0
2026-09-18 02:15:00,0.0
2026-09-18 02:30:00,0.0
2026-09-18 02:45:00,0.0
2026-09-18 03:00:00,0.0
2026-09-18 03:15:00,0.0
2026-09-18 03:30:00,0.0
2026-09-18 03:45:00,0.0
2026-09-18 04:00:00,0.0
2026-09-18 04:15:00,0.0
2026-09-18 04:30:00,0.0
2026-09-18 04:45:00,0.0
2026-09-18 05:00:00,0.0
2026-09-18 05:15:00,0.0
2026-09-18 05:30:00,0.0
2026-09-18 05:45:00,0.0
2026-09-18 06:00:00,0.0
2026-09-18 06:15:00,0.0
2026-09-18 06:30:00,0.0
2026-09-18 06:45:00,0.0
2026-09-18 07:00:00,0.014
2026-09-18 07:15:00,0.055
2026-09-18 07:30:00,0.12
2026-09-18 07:45:00,0.21
2026-09-18 08:00:00,0.411
2026-09-18 08:15:00,0.567
2026-09-18 08:30:00,1.14
2026-09-18 08:45:00,0.899
2026-09-18 09:00:00,0.638
2026-09-18 09:15:00,1.159
2026-09-18 09:30:00,1.38
2026-09-18 09:45:00,2.024
2026-09-18 10:00:00,1.746
2026-09-18 10:15:00,1.547
2026-09-18 10:30:00,2.025
2026-09-18 10:45:00,1.888
2026-09-18 11:00:00,2.51
2026-09-18 11:15:00,4.371
2026-09-18 11:30:00,5.356
2026-09-18 11:45:00,6.494
2026-09-18 12:00:00,6.053
2026-09-18 12:15:00,2.726
2026-09-18 12:30:00,3.748
2026-09-18 12:45:00,4.746
2026-09-18 13:00:00,3.91
2026-09-18 13:15:00,2.802
2026-09-18 13:30:00,2.377
2026-09-18 13:45:00,2.47
2026-09-18 14:00:00,4.308
2026-09-18 14:15:00,2.222
2026-09-18 14:30:00,1.997
2026-09-18 14:45:00,0.641
2026-09-18 15:00:00,0.658
2026-09-18 15:15:00,1.667
2026-09-18 15:30:00,2.07
2026-09-18 15:45:00,1.239
2026-09-18 16:00:00,2.093
2026-09-18 16:15:00,2.025
2026-09-18 16:30:00,2.061
2026-09-18 16:45:00,1.368
2026-09-18 17:00:00,1.389
2026-09-18 17:15:00,0.905
2026-09-18 17:30:00,0.737
2026-09-18 17:45:00,0.542
2026-09-18 18:00:00,0.506
2026-09-18 18:15:00,0.389
2026-09-18 18:30:00,0.249
2026-09-18 18:45:00,0.13
2026-09-18 19:00:00,0.054
2026-09-18 19:15:00,0.028
2026-09-18 19:30:00,0.0
2026-09-18 19:45:00,0.0
2026-09-18 20:00:00,0.0
2026-09-18 20:15:00,0.0
2026-09-18 20:30:00,0.0
2026-09-18 20:45:00,0.0
2026-09-18 21:00:00,0.0
2026-09-18 21:15:00,0.0
2026-09-18 21:30:00,0.0
2026-09-18 21:45:00,0.0
2026-09-18 22:00:00,0.0
2026-09-18 22:15:00,0.0
2026-09-18 22:30:00,0.0
2026-09-18 22:45:00,0.0
2026-09-18 23:00:00,0.0
2026-09-18 23:15:00,0.0
2026-09-18 23:30:00,0.0
2026-09-18 23:45:00,0.0
