datetime,irradiance,power
2026-08-24 00:00:00,0.0,0.0
2026-08-24 01:00:00,0.0,0.0
2026-08-24 02:00:00,0.0,0.0
2026-08-24 03:00:00,0.0,0.0
2026-08-24 04:00:00,0.0,0.0
2026-08-24 05:00:00,0.0,0.0
2026-08-24 06:00:00,0.0,0.0
2026-08-24 07:00:00,7.1,0.03195
2026-08-24 08:00:00,80.7,0.36315000000000003
2026-08-24 09:00:00,488.0,2.196
2026-08-24 10:00:00,694.9,3.12705
2026-08-24 11:00:00,753.1,3.38895
2026-08-24 12:00:00,834.7,3.75615
2026-08-24 13:00:00,808.3,3.63735
2026-08-24 14:00:00,656.5,2.95425
2026-08-24 15:00:00,561.8,2.5281000000000002
2026-08-24 16:00:00,368.3,1.6573499999999999
2026-08-24 17:00:00,267.4,1.2033
2026-08-24 18:00:00,152.0,0.684
2026-08-24 19:00:00,79.8,0.35910000000000003
2026-08-24 20:00:00,32.9,0.14805000000000001
2026-08-24 21:00:00,0.9,0.00405
2026-08-24 22:00:00,0.0,0.0
2026-08-24 23:00:00,0.0,0.0
2026-08-25 00:00:00,0.0,0.0
2026-08-25 01:00:00,0.0,0.0
2026-08-25 02:00:00,0.0,0.0
2026-08-25 03:00:00,0.0,0.0
2026-08-25 04:00:00,0.0,0.0
2026-08-25 05:00:00,0.0,0.0
2026-08-25 06:00:00,0.0,0.0
2026-08-25 07:00:00,3.5,0.015750000000000004
2026-08-25 08:00:00,37.1,0.16695000000000002
2026-08-25 09:00:00,42.4,0.1908
2026-08-25 10:00:00,60.0,0.27
2026-08-25 11:00:00,83.7,0.37665
2026-08-25 12:00:00,265.8,1.1961
2026-08-25 13:00:00,297.4,1.3383
2026-08-25 14:00:00,216.9,0.9760500000000001
2026-08-25 15:00:00,164.9,0.74205
2026-08-25 16:00:00,89.9,0.40455
2026-08-25 17:00:00,57.4,0.2583
2026-08-25 18:00:00,79.1,0.35595000000000004
2026-08-25 19:00:00,60.4,0.2718
2026-08-25 20:00:00,32.8,0.1476
2026-08-25 21:00:00,1.8,0.0081
2026-08-25 22:00:00,0.0,0.0
2026-08-25 23:00:00,0.0,0.0
