datetime,irradiance,power
2026-09-08 00:00:00,0.0,0.0
2026-09-08 01:00:00,0.0,0.0
2026-09-08 02:00:00,0.0,0.0
2026-09-08 03:00:00,0.0,0.0
2026-09-08 04:00:00,0.0,0.0
2026-09-08 05:00:00,0.0,0.0
2026-09-08 06:00:00,0.0,0.0
2026-09-08 07:00:00,0.0,0.0
2026-09-08 08:00:00,152.9,0.6880499999999999
2026-09-08 09:00:00,297.6,1.3392
2026-09-08 10:00:00,554.4,2.4947999999999997
2026-09-08 11:00:00,791.7,3.56265
2026-09-08 12:00:00,896.9,4.0360499999999995
2026-09-08 13:00:00,817.3,3.6778500000000003
2026-09-08 14:00:00,728.4,3.2778
2026-09-08 15:00:00,663.6,2.9862
2026-09-08 16:00:00,469.1,2.11095
2026-09-08 17:00:00,252.6,1.1367
2026-09-08 18:00:00,75.2,0.33840000000000003
2026-09-08 19:00:00,51.6,0.23220000000000002
2026-09-08 20:00:00,15.3,0.06885
2026-09-08 21:00:00,0.0,0.0
2026-09-08 22:00:00,0.0,0.0
2026-09-08 23:00:00,0.0,0.0
2026-09-09 00:00:00,0.0,0.0
2026-09-09 01:00:00,0.0,0.0
2026-09-09 02:00:00,0.0,0.0
2026-09-09 03:00:00,0.0,0.0
2026-09-09 04:00:00,0.0,0.0
2026-09-09 05:00:00,0.0,0.0
2026-09-09 06:00:00,0.0,0.0
2026-09-09 07:00:00,0.0,0.0
2026-09-09 08:00:00,23.0,0.10350000000000001
2026-09-09 09:00:00,71.5,0.32175
2026-09-09 10:00:00,135.7,0.61065
2026-09-09 11:00:00,203.9,0.9175500000000001
2026-09-09 12:00:00,290.5,1.30725
2026-09-09 13:00:00,396.6,1.7847000000000002
2026-09-09 14:00:00,404.2,1.8189
2026-09-09 15:00:00,403.7,1.81665
2026-09-09 16:00:00,344.0,1.548
2026-09-09 17:00:00,249.2,1.1214
2026-09-09 18:00:00,147.4,0.6633
2026-09-09 19:00:00,73.1,0.32895
2026-09-09 20:00:00,16.9,0.07605
2026-09-09 21:00:00,0.0,0.0
2026-09-09 22:00:00,0.0,0.0
2026-09-09 23:00:00,0.0,0.0
