datetime,power
2026-08-12 00:00:00,0.0
2026-08-12 01:00:00,0.0
2026-08-12 02:00:00,0.0
2026-08-12 03:00:00,0.0
2026-08-12 04:00:00,0.0
2026-08-12 05:00:00,0.0
2026-08-12 06:00:00,0.0
2026-08-12 07:00:00,0.27432
2026-08-12 08:00:00,1.51497
2026-08-12 09:00:00,2.79153
2026-08-12 10:00:00,4.05396
2026-08-12 11:00:00,5.874029999999999
2026-08-12 12:00:00,7.3781099999999995
2026-08-12 13:00:00,8.37999
2026-08-12 14:00:00,8.793090000000001
2026-08-12 15:00:00,8.561969999999999
2026-08-12 16:00:00,7.7241599999999995
2026-08-12 17:00:00,6.35121
2026-08-12 18:00:00,4.56885
2026-08-12 19:00:00,3.2688
2026-08-12 20:00:00,1.76814
2026-08-12 21:00:00,0.28404
2026-08-12 22:00:00,0.0
2026-08-12 23:00:00,0.0
2026-08-13 00:00:00,0.0
2026-08-13 01:00:00,0.0
2026-08-13 02:00:00,0.0
2026-08-13 03:00:00,0.0
2026-08-13 04:00:00,0.0
2026-08-13 05:00:00,0.0
2026-08-13 06:00:00,0.0
2026-08-13 07:00:00,0.27837
2026-08-13 08:00:00,1.53117
2026-08-13 09:00:00,2.81007
2026-08-13 10:00:00,4.08015
2026-08-13 11:00:00,5.906970000000001
2026-08-13 12:00:00,7.398180000000001
2026-08-13 13:00:00,8.38179
2026-08-13 14:00:00,8.77167
2026-08-13 15:00:00,8.54901
2026-08-13 16:00:00,7.699590000000001
2026-08-13 17:00:00,6.33492
2026-08-13 18:00:00,4.550040000000001
2026-08-13 19:00:00,3.2421599999999997
2026-08-13 20:00:00,1.7408700000000001
2026-08-13 21:00:00,0.25137
2026-08-13 22:00:00,0.0
2026-08-13 23:00:00,0.0
