datetime,irradiance,power
2026-08-19 00:00:00,0.0,0.0
2026-08-19 01:00:00,0.0,0.0
2026-08-19 02:00:00,0.0,0.0
2026-08-19 03:00:00,0.0,0.0
2026-08-19 04:00:00,0.0,0.0
2026-08-19 05:00:00,0.0,0.0
2026-08-19 06:00:00,0.0,0.0
2026-08-19 07:00:00,7.1,0.03195
2026-08-19 08:00:00,101.1,0.45494999999999997
2026-08-19 09:00:00,248.1,1.11645
2026-08-19 10:00:00,349.1,1.57095
2026-08-19 11:00:00,619.3,2.78685
2026-08-19 12:00:00,473.4,2.1303
2026-08-19 13:00:00,268.9,1.21005
2026-08-19 14:00:00,495.3,2.22885
2026-08-19 15:00:00,445.6,2.0052000000000003
2026-08-19 16:00:00,455.1,2.04795
2026-08-19 17:00:00,302.9,1.36305
2026-08-19 18:00:00,104.3,0.46935
2026-08-19 19:00:00,76.5,0.34425
2026-08-19 20:00:00,42.2,0.18989999999999999
2026-08-19 21:00:00,5.4,0.0243
2026-08-19 22:00:00,0.0,0.0
2026-08-19 23:00:00,0.0,0.0
2026-08-20 00:00:00,0.0,0.0
2026-08-20 01:00:00,0.0,0.0
2026-08-20 02:00:00,0.0,0.0
2026-08-20 03:00:00,0.0,0.0
2026-08-20 04:00:00,0.0,0.0
2026-08-20 05:00:00,0.0,0.0
2026-08-20 06:00:00,0.0,0.0
2026-08-20 07:00:00,12.6,0.0567
2026-08-20 08:00:00,45.8,0.2061
2026-08-20 09:00:00,132.5,0.59625
2026-08-20 10:00:00,260.8,1.1736
2026-08-20 11:00:00,414.0,1.863
2026-08-20 12:00:00,547.3,2.46285
2026-08-20 13:00:00,517.2,2.3274
2026-08-20 14:00:00,506.0,2.2769999999999997
2026-08-20 15:00:00,389.0,1.7505000000000002
2026-08-20 16:00:00,294.9,1.32705
2026-08-20 17:00:00,277.9,1.25055
2026-08-20 18:00:00,154.8,0.6966
2026-08-20 19:00:00,93.7,0.42165
2026-08-20 20:00:00,29.2,0.1314
2026-08-20 21:00:00,1.8,0.0081
2026-08-20 22:00:00,0.0,0.0
2026-08-20 23:00:00,0.0,0.0
