datetime,irradiance,power
2026-08-16 00:00:00,0.0,0.0
2026-08-16 01:00:00,0.0,0.0
2026-08-16 02:00:00,0.0,0.0
2026-08-16 03:00:00,0.0,0.0
2026-08-16 04:00:00,0.0,0.0
2026-08-16 05:00:00,0.0,0.0
2026-08-16 06:00:00,0.0,0.0
2026-08-16 07:00:00,8.0,0.0432
2026-08-16 08:00:00,46.1,0.24894000000000002
2026-08-16 09:00:00,81.0,0.4374
2026-08-16 10:00:00,134.6,0.7268399999999999
2026-08-16 11:00:00,337.5,1.8225
2026-08-16 12:00:00,476.6,2.5736400000000006
2026-08-16 13:00:00,570.5,3.0807
2026-08-16 14:00:00,666.6,3.5996400000000004
2026-08-16 15:00:00,729.3,3.9382199999999994
2026-08-16 16:00:00,700.0,3.7800000000000002
2026-08-16 17:00:00,633.1,3.4187400000000006
2026-08-16 18:00:00,490.9,2.6508599999999998
2026-08-16 19:00:00,218.7,1.18098
2026-08-16 20:00:00,220.0,1.1880000000000002
2026-08-16 21:00:00,10.9,0.05886
2026-08-16 22:00:00,0.0,0.0
2026-08-16 23:00:00,0.0,0.0
