datetime,irradiance,power
2026-09-05 00:00:00,0.0,0.0
2026-09-05 01:00:00,0.0,0.0
2026-09-05 02:00:00,0.0,0.0
2026-09-05 03:00:00,0.0,0.0
2026-09-05 04:00:00,0.0,0.0
2026-09-05 05:00:00,0.0,0.0
2026-09-05 06:00:00,0.0,0.0
2026-09-05 07:00:00,0.0,0.0
2026-09-05 08:00:00,28.3,0.15282
2026-09-05 09:00:00,99.3,0.53622
2026-09-05 10:00:00,143.5,0.7749
2026-09-05 11:00:00,245.9,1.32786
2026-09-05 12:00:00,393.7,2.1259799999999998
2026-09-05 13:00:00,507.1,2.7383400000000004
2026-09-05 14:00:00,673.7,3.63798
2026-09-05 15:00:00,846.0,4.5684
2026-09-05 16:00:00,858.7,4.63698
2026-09-05 17:00:00,759.1,4.099140000000001
2026-09-05 18:00:00,565.8,3.0553199999999996
2026-09-05 19:00:00,383.1,2.0687400000000005
2026-09-05 20:00:00,102.7,0.5545800000000001
2026-09-05 21:00:00,0.0,0.0
2026-09-05 22:00:00,0.0,0.0
2026-09-05 23:00:00,0.0,0.0
2026-09-06 00:00:00,0.0,0.0
2026-09-06 01:00:00,0.0,0.0
2026-09-06 02:00:00,0.0,0.0
2026-09-06 03:00:00,0.0,0.0
2026-09-06 04:00:00,0.0,0.0
2026-09-06 05:00:00,0.0,0.0
2026-09-06 06:00:00,0.0,0.0
2026-09-06 07:00:00,0.0,0.0
2026-09-06 08:00:00,35.2,0.19008000000000003
2026-09-06 09:00:00,72.8,0.39311999999999997
2026-09-06 10:00:00,129.6,0.69984
2026-09-06 11:00:00,332.0,1.7928
2026-09-06 12:00:00,539.2,2.9116800000000005
2026-09-06 13:00:00,720.3,3.88962
2026-09-06 14:00:00,845.4,4.5651600000000006
2026-09-06 15:00:00,896.9,4.84326
2026-09-06 16:00:00,687.5,3.7125
2026-09-06 17:00:00,689.9,3.7254599999999995
2026-09-06 18:00:00,600.8,3.2443199999999996
2026-09-06 19:00:00,295.1,1.5935400000000002
2026-09-06 20:00:00,29.1,0.15714000000000003
2026-09-06 21:00:00,0.0,0.0
2026-09-06 22:00:00,0.0,0.0
2026-09-06 23:00:00,0.0,0.0
