datetime,power
2026-09-22 00:00:00,0.0
2026-09-22 01:00:00,0.0
2026-09-22 02:00:00,0.0
2026-09-22 03:00:00,0.0
2026-09-22 04:00:00,0.0
2026-09-22 05:00:00,0.0
2026-09-22 06:00:00,0.0
2026-09-22 07:00:00,0.0
2026-09-22 08:00:00,0.40266
2026-09-22 09:00:00,1.81386
2026-09-22 10:00:00,3.3088499999999996
2026-09-22 11:00:00,4.96818
2026-09-22 12:00:00,4.71222
2026-09-22 13:00:00,4.74111
2026-09-22 14:00:00,5.83407
2026-09-22 15:00:00,6.28209
2026-09-22 16:00:00,6.088769999999999
2026-09-22 17:00:00,4.646159999999999
2026-09-22 18:00:00,3.0620700000000003
2026-09-22 19:00:00,1.5401700000000003
2026-09-22 20:00:00,0.017820000000000003
2026-09-22 21:00:00,0.0
2026-09-22 22:00:00,0.0
2026-09-22 23:00:00,0.0
2026-09-23 00:00:00,0.0
2026-09-23 01:00:00,0.0
2026-09-23 02:00:00,0.0
2026-09-23 03:00:00,0.0
2026-09-23 04:00:00,0.0
2026-09-23 05:00:00,0.0
2026-09-23 06:00:00,0.0
2026-09-23 07:00:00,0.0
2026-09-23 08:00:00,0.4005
2026-09-23 09:00:00,1.93995
2026-09-23 10:00:00,3.3781499999999998
2026-09-23 11:00:00,5.2176599999999995
2026-09-23 12:00:00,6.70482
2026-09-23 13:00:00,7.62894
2026-09-23 14:00:00,7.8507
2026-09-23 15:00:00,7.338419999999999
2026-09-23 16:00:00,6.324030000000001
2026-09-23 17:00:00,4.673159999999999
2026-09-23 18:00:00,2.7549
2026-09-23 19:00:00,1.36944
2026-09-23 20:00:00,0.017820000000000003
2026-09-23 21:00:00,0.0
2026-09-23 22:00:00,0.0
2026-09-23 23:00:00,0.0
