datetime,irradiance,power
2026-09-03 00:00:00,0.0,0.0
2026-09-03 01:00:00,0.0,0.0
2026-09-03 02:00:00,0.0,0.0
2026-09-03 03:00:00,0.0,0.0
2026-09-03 04:00:00,0.0,0.0
2026-09-03 05:00:00,0.0,0.0
2026-09-03 06:00:00,0.0,0.0
2026-09-03 07:00:00,0.9,0.00405
2026-09-03 08:00:00,102.0,0.459
2026-09-03 09:00:00,368.2,1.6569
2026-09-03 10:00:00,506.7,2.2801500000000003
2026-09-03 11:00:00,602.7,2.7121500000000003
2026-09-03 12:00:00,701.2,3.1553999999999998
2026-09-03 13:00:00,558.1,2.5114500000000004
2026-09-03 14:00:00,351.9,1.58355
2026-09-03 15:00:00,465.4,2.0943
2026-09-03 16:00:00,306.2,1.3779
2026-09-03 17:00:00,211.2,0.9504
2026-09-03 18:00:00,102.5,0.46125
2026-09-03 19:00:00,67.7,0.30465000000000003
2026-09-03 20:00:00,24.8,0.1116
2026-09-03 21:00:00,0.0,0.0
2026-09-03 22:00:00,0.0,0.0
2026-09-03 23:00:00,0.0,0.0
2026-09-04 00:00:00,0.0,0.0
2026-09-04 01:00:00,0.0,0.0
2026-09-04 02:00:00,0.0,0.0
2026-09-04 03:00:00,0.0,0.0
2026-09-04 04:00:00,0.0,0.0
2026-09-04 05:00:00,0.0,0.0
2026-09-04 06:00:00,0.0,0.0
2026-09-04 07:00:00,1.8,0.0081
2026-09-04 08:00:00,145.8,0.6561
2026-09-04 09:00:00,441.4,1.9863
2026-09-04 10:00:00,672.7,3.0271500000000002
2026-09-04 11:00:00,826.1,3.71745
2026-09-04 12:00:00,815.6,3.6702000000000004
2026-09-04 13:00:00,754.0,3.3930000000000002
2026-09-04 14:00:00,767.8,3.4551
2026-09-04 15:00:00,655.5,2.94975
2026-09-04 16:00:00,470.9,2.11905
2026-09-04 17:00:00,261.4,1.1763
2026-09-04 18:00:00,98.0,0.441
2026-09-04 19:00:00,68.8,0.3096
2026-09-04 20:00:00,20.8,0.0936
2026-09-04 21:00:00,0.0,0.0
2026-09-04 22:00:00,0.0,0.0
2026-09-04 23:00:00,0.0,0.0
